x,y,guess,correct
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt62.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
化粧鏡500×1000×厚5,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
Ｌｏｗ－Ｅ複層ガラスLow-E8+A12+FL82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
LEa複層ｶﾞﾗｽLowe6+A12+HRT82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL5+FL5)4.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL5+FL5(30ﾐﾙ),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL5+FL5(30ﾐﾙ),1
型板ｶﾞﾗｽ厚さ6W100×H1800,型板ガラス６㍉,型板ガラス６㍉,1
複層ｶﾞﾗｽLowE8+A12+T82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
複層ガラスt32W1500×H5015.8FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ5特寸4.45㎡以下,透明フロート５㍉,透明フロート５㍉,1
フロートガラスt64.45㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),1
網入みがき板ｶﾞﾗｽ厚さ10W2036×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
型板ｶﾞﾗｽ厚4100×800ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス４㍉※,型板ガラス４㍉※,1
耐熱強化ｶﾞﾗｽ厚さ6.5mm平面2.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
強化ガラス厚12.02.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
防蝕鏡厚5W400×H1150,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
LEa複層ｶﾞﾗｽLowe6+A12+FL82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,1
複層ｶﾞﾗｽLowE6+A12+FL66.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
化粧鏡W400×H1200厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
Low-E複層ガラス厚26.02.00㎡以下Low-E8+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+FL6(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+FL6(防音30),1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+網入型t6.82.0m2以下,ﾍﾟｱｶﾞﾗｽFW6.8+A12+FL6,ﾍﾟｱｶﾞﾗｽFW6.8+A12+FL6,1
合わせｶﾞﾗｽPSG5+PSG54.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
ﾌﾛｰﾄｶﾞﾗｽt8,透明フロート８㍉,透明フロート８㍉,1
ガラススクリーン合せｶﾞﾗｽt6+6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8特寸6.81㎡以下,透明フロート８㍉,透明フロート８㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=194440×2800,透明フロート１９㍉,透明フロート１９㍉,1
耐熱ｶﾞﾗｽt6.52.00m2以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
複層ｶﾞﾗｽFL10+A12+FL12特寸10.0㎡以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL12,ﾍﾟｱｶﾞﾗｽFL10+A12+FL12,1
ガラス手摺H1200斜部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,1
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5842×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽFL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉,1
複層ガラスt234.0㎡以下FL5+A12+Low-E6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
強化合わせｶﾞﾗｽ厚6+厚64.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
複層ｶﾞﾗｽFL6+A12+FL6特寸4.0㎡以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,1
複層ｶﾞﾗｽLE8+A12+FL8特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150,型板ガラス４㍉,型板ガラス４㍉,1
強化ｶﾞﾗｽ厚84.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1805,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
強化合わせガラスTG10+TG12W760×H2215,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
自動扉衝突防止柵強化ｶﾞﾗｽ厚8,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合せガラス厚12.04.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
フロート板ガラス厚8.02.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
合わせｶﾞﾗｽFL12(6+6)平面4.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形720×2900(2.1m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
複層ｶﾞﾗｽLowE6+A12+FL6特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
LEa複層ｶﾞﾗｽLowe6+A12+FL84.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,1
鏡t6W2496×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
LEaAD-1複層ｶﾞﾗｽLowe10+A12+FL122827.5×2310,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,1
ﾌﾛｰﾄｶﾞﾗｽt6,透明フロート６㍉,透明フロート６㍉,1
強化ｶﾞﾗｽ厚さ6㎜平面4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
耐熱ガラスt8W1522×H1018,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
型板ｶﾞﾗｽ厚4100×200,型板ガラス４㍉,型板ガラス４㍉,1
化粧鏡t5.0W1855.5×H900,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
複層ｶﾞﾗｽLowE8+A12+FL102.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL10,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形695×3200(2.0m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153269×2800,透明フロート１５㍉,透明フロート１５㍉,1
姿見鏡W450×H2100厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
強化ｶﾞﾗｽ厚さ8㎜平面6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽFL10+A12+FL10特寸6.0㎡以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,1
網入みがき板ｶﾞﾗｽ厚さ10W2350×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A6+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,1
複層ｶﾞﾗｽLE6+A12+FL5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
郵便受覗き窓:FL-5W250×H100,透明フロート５㍉（ｶﾞﾗｽのみ）,透明フロート５㍉（ｶﾞﾗｽのみ）,1
フロート板ガラス厚8.02.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt8+A10+ﾌﾛｰﾄt8,ﾍﾟｱｶﾞﾗｽFL8+A10+FL8,ﾍﾟｱｶﾞﾗｽFL8+A10+FL8,1
網入型板ｶﾞﾗｽ厚6.82.18㎡以下,網入型板ガラス６．８㍉,網入型板ガラス６．８㍉,1
化粧鏡t5.0W2368×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
2連引違ｶﾞﾗｽ戸ﾌﾛｰﾄ厚52000×600,透明フロート５㍉,透明フロート５㍉,1
複層ガラスt32W1200×H3730FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
Low-E複層ガラス厚22.04.00㎡以下Low-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+FL10,1
型板ｶﾞﾗｽ厚さ6W150×H1800,型板ガラス６㍉,型板ガラス６㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153345×2800,透明フロート１５㍉,透明フロート１５㍉,1
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
網入透明板ｶﾞﾗｽt=6.82.18㎡以下,網入磨ガラス６．８㍉,網入磨ガラス６．８㍉,1
強化ｶﾞﾗｽt8W1995×H3450,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
フロートガラスt5W40xH1700,透明フロート５㍉,透明フロート５㍉,1
化粧鏡t5.0W2861.5×H1000,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
防湿鏡厚5W400×H1100ｽﾃﾝﾚｽ枠厚2.0曲加工,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
3F共用ｴﾘｱ1他化粧鏡防湿鏡t=6φ450日本板硝子ﾊｲﾐﾗｰDXⅡ同等品,異形ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,異形ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ６㍉･･･壁面／洗面,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=154440×1735,透明フロート１５㍉,透明フロート１５㍉,1
合わせｶﾞﾗｽPSG8+PSG84.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
強化合わせガラスTG6+TG64.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
鏡t6W1073×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150(SD-202他),型板ガラス４㍉,型板ガラス４㍉,1
複層ｶﾞﾗｽﾌﾛ-ﾄt6+A6+ﾌﾛ-ﾄt62.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
網入みがき板ｶﾞﾗｽ厚さ10W1250×H1990,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚52.18㎡以下,透明フロート５㍉,透明フロート５㍉,1
フロートガラスt124.45㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
強化ｶﾞﾗｽ厚さ12.0mm平面4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
フロートガラスt126.81㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
複層ｶﾞﾗｽPSG6+A6+PSG62.00㎡以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
強化ｶﾞﾗｽ厚126.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3100×200,透明フロート３㍉,透明フロート３㍉,1
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt56.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150,型板ガラス４㍉,型板ガラス４㍉,1
耐熱ガラスt5W1060×H2400,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
強化ｶﾞﾗｽ厚124.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
合わせｶﾞﾗｽPSG8+PSG82.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+FL54.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
強化合わせガラスTG10+TG124.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
合わせｶﾞﾗｽPSG5+PSG54.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+ﾌﾛｰﾄt54.0m2以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,1
複層ガラスt162.0㎡以下FL5+A6+FL5,ﾍﾟｱｶﾞﾗｽFL5+A6+FL5,ﾍﾟｱｶﾞﾗｽFL5+A6+FL5,1
複層ｶﾞﾗｽFL6+A12+FL64.00m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,1
複層ｶﾞﾗｽLE6+A12+FL5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt62.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
自動扉衝突防止柵強化ｶﾞﾗｽ厚8,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽPSG8+PSG82.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A12+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
複層ｶﾞﾗｽLowE4+A12+FL42.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E4+A12+FL4,ｻﾝﾊﾞﾗﾝｽLow-E4+A12+FL4,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3200(2.8m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
ﾌﾛｰﾄｶﾞﾗｽt5W1600×H1100,透明フロート５㍉,透明フロート５㍉,1
合わせｶﾞﾗｽFL16(8+8)平面2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
強化ｶﾞﾗｽt8W1943×H3450,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
ﾌﾛｰﾄｶﾞﾗｽ厚54.45m2以下,透明フロート５㍉,透明フロート５㍉,1
姿見鏡厚6W400×H2375,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
網入みがき板ｶﾞﾗｽ厚さ10W1094×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
強化ｶﾞﾗｽt8W1875×H3450,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
耐熱ガラスt8W1520×H3100,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽFL16(8+8)平面6.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
複層ｶﾞﾗｽFL5+A12+FL54.0㎡以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,1
化粧鏡500×1000×厚5,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,1
化粧鏡厚6W1700×H500ｺｰﾅｰR加工,異形サンミラー６㍉･･･壁面／洗面,異形サンミラー６㍉･･･壁面／洗面,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ15特寸9.09㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
強化合せｶﾞﾗｽ強化t5+強化t50.8m2以下(ﾋｰﾄｿｰｸ処理),ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化5+強化5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化5+強化5,1
Low-E複層ガラス厚22.02.00㎡以下Low-E6+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A6+FL5+FL5(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A6+FL5+FL5(防音30),1
複層ガラスt30W1500×H4876FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W100×H100,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1365,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
網入みがき板ｶﾞﾗｽ厚さ10W500×H790,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
合せガラス厚8.02.00㎡以下T4+T4,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化4+強化4,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化4+強化4,1
強化ｶﾞﾗｽ厚さ4W100×H1700,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)４㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)４㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ15特寸4.45㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
Low-E複層ガラス厚28.04.00㎡以下Low-E6+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30),1
複層ガラスt364.0㎡以下FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12,1
ﾌﾛｰﾄｶﾞﾗｽt82.18m2以下,透明フロート８㍉,透明フロート８㍉,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1265,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ｶﾞﾗｽ網入型t6.8+A12+防犯合(ﾌﾛｰﾄt3+t3),ﾍﾟｱｶﾞﾗｽｾｷｭﾘﾃｨｰFL3+FL3(30ﾐﾙ)+A12+FW6.8,ﾍﾟｱｶﾞﾗｽｾｷｭﾘﾃｨｰFL3+FL3(30ﾐﾙ)+A12+FW6.8,1
